ID,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
9703,10/15/12,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1
291,6/19/13,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0
4557,10/4/13,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0
2379,9/22/12,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1
5726,3/20/14,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0
3066,2/4/14,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0
6336,4/6/14,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0
10967,2/6/13,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0
2304,9/16/13,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0
3445,1/17/13,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1
7828,4/30/14,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0
3762,4/2/13,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1
4391,4/21/13,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0
4669,2/11/13,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0
10144,10/25/12,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0
8652,8/31/12,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0
1672,3/1/14,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0
8962,4/17/14,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0
9974,7/12/13,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0
10983,1/29/13,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0
8148,1/8/13,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0
10102,5/12/14,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0
4697,6/13/13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0
9262,7/4/13,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0
7254,12/27/13,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0
4543,10/31/12,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0
4927,1/15/14,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0
10451,3/12/13,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0
2926,8/23/12,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0
2874,3/7/13,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0
9738,1/13/13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0
7119,1/12/13,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0
3924,3/17/14,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0
5827,4/16/14,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0
5596,10/12/13,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0
10812,3/1/14,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0
1717,4/13/14,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0
9491,12/27/13,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0
9274,3/28/13,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0
6609,9/18/12,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1
6963,3/5/14,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0
4440,9/10/13,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0
1379,4/27/13,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0
10032,1/18/14,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0
2826,10/28/13,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0
2437,6/3/13,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,3,11,0
6320,2/6/13,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0
3050,12/17/13,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0
231,3/11/14,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0
2392,7/29/13,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0
9478,8/14/12,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0
113,7/16/13,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0
2863,8/23/13,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,3,11,0
1802,1/17/13,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,3,11,0
520,7/1/13,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0
8275,2/9/14,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0
9750,2/7/13,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0
2607,1/11/13,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0
7214,7/5/13,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0
5835,7/2/13,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0
3896,11/7/13,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0
10350,5/9/13,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0
7786,2/13/13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0
2861,4/16/13,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0
663,9/11/13,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0
10675,4/3/13,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1
2521,1/10/13,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1
9592,6/30/13,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,3,11,0
10151,9/12/12,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0
7381,12/6/12,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1
4099,11/12/12,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0
9560,3/3/13,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,1
1150,9/26/13,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,3,11,0
10172,8/10/12,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0
11191,12/7/13,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0
9707,11/23/12,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0
6245,6/13/13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0
8234,8/15/13,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1
1411,11/10/13,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,3,11,0
8553,6/23/13,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,3,11,0
1826,6/16/14,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,1
8842,12/25/12,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0
11030,1/3/14,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,0
2579,12/17/13,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,3,11,0
175,1/10/13,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0
9185,10/28/13,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,3,11,1
11056,10/27/12,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,3,11,0
9365,12/22/12,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,3,11,0
6201,11/29/13,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,3,11,0
2061,5/11/13,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,3,11,0
6184,12/12/12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,3,11,0
6142,8/20/13,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,3,11,0
4107,10/8/13,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0
7274,9/28/12,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,3,11,0
9336,3/22/14,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,3,11,0
2958,2/24/14,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,3,11,0
933,11/23/12,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0
5837,12/28/12,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,3,11,0
10704,8/21/12,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,3,11,0
5125,5/17/13,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,3,11,0
4432,3/16/13,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,3,11,0
5955,11/17/12,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,3,11,0
2928,12/1/12,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0
5680,4/22/14,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0
10313,10/28/12,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,3,11,0
2557,8/29/13,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,3,11,0
1245,11/11/12,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0
1519,6/22/13,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,1
10703,8/18/12,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,0
1726,3/18/13,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,3,11,1
4459,12/30/12,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0
1729,10/2/13,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,3,11,0
1517,6/14/13,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,3,11,0
2098,1/8/13,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0
9543,11/14/13,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0
6878,12/12/12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,3,11,0
3310,8/22/12,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,3,11,0
2724,3/30/14,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,3,11,0
948,5/15/13,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,3,11,0
6720,10/16/13,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,3,11,1
6202,10/5/12,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0
2066,8/30/12,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,3,11,0
9799,5/8/13,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,3,11,0
8318,1/3/14,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,3,11,0
5642,12/9/13,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,3,11,0
2669,5/4/14,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0
455,4/18/13,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0
7683,2/25/14,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,3,11,0
3428,10/6/13,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0
7414,9/15/12,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,3,11,0
6354,8/31/12,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,3,11,1
798,12/24/12,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0
8213,11/9/12,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,3,11,1
2488,3/23/13,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,3,11,0
9999,9/27/12,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,3,11,0
7617,8/15/13,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,3,11,0
615,3/11/13,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,3,11,0
2552,10/22/13,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,3,11,1
194,6/9/14,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0
3645,8/30/12,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,3,11,1
8890,5/30/14,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,3,11,0
5049,6/6/13,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,3,11,0
9973,10/17/12,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,3,11,0
7301,11/17/12,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,3,11,1
10882,11/9/12,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,3,11,0
7030,3/30/13,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,3,11,0
7422,8/22/12,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,0
3523,1/23/13,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,3,11,0
7106,3/31/14,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,0
6504,11/20/13,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0
5067,2/14/14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0
4216,2/22/13,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1
8581,3/5/13,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0
5929,5/6/14,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0
3129,5/22/14,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0
6528,6/5/14,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1361,6/4/13,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1
6932,4/13/13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0
7284,12/4/13,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1340,4/24/14,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0
8746,4/5/14,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0
5987,5/4/14,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0
3767,4/25/13,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0
3725,5/9/13,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1
4324,10/29/12,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0
238,1/23/13,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0
6694,11/25/13,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0
498,2/2/14,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0
9347,6/21/13,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0
9699,12/21/13,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0
10664,9/7/13,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0
5455,8/22/13,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0
456,2/7/13,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0
5012,7/4/13,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0
7495,12/20/13,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0
5029,8/6/13,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0
10642,12/30/12,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0
2106,3/17/14,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0
10364,7/13/13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0
5954,10/9/13,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0
1137,12/29/13,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0
2541,6/9/13,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1142,12/22/13,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0
2276,5/2/13,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0
2807,2/16/13,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0
6471,10/17/13,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0
6131,12/1/13,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0
6233,9/7/12,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0
4148,8/20/12,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0
4947,9/15/12,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1
3225,4/1/13,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1
7540,5/25/14,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0
10648,9/25/12,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0
1992,1/1/14,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1
7851,9/22/13,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0
8594,1/28/14,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0
7059,6/26/14,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0
2815,2/24/14,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0
2416,3/3/14,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0
7999,4/23/13,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1
9213,10/31/12,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0
9697,3/6/14,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0
3916,8/15/12,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0
2021,3/27/13,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0
1581,10/10/13,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1
564,8/4/12,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1
6619,1/2/13,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0
9081,5/18/14,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0
178,2/18/13,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0
916,5/9/14,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0
5512,5/23/14,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0
8970,10/23/12,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0
10581,10/31/12,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0
5300,12/30/13,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0
5154,8/11/13,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0
8346,8/19/12,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1
1676,10/30/13,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0
9286,10/10/12,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0
2426,9/14/12,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1
5172,11/14/13,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0
5562,6/26/13,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0
3436,1/26/14,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0
3921,10/28/12,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0
3403,9/24/12,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0
22,12/3/12,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0
10965,2/22/13,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0
9426,1/12/13,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0
6605,11/27/13,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0
3136,4/13/13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0
8737,4/5/14,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0
11088,4/21/13,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0
716,5/22/14,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0
466,4/3/13,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0
9135,8/6/12,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0
10623,11/15/13,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0
8151,12/29/12,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0
5140,8/24/12,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0
10160,6/21/13,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0
4945,11/7/12,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0
10584,12/2/13,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0
6071,7/19/13,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0
3386,6/21/13,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0
8939,12/16/12,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0
9925,5/25/13,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0
4320,3/28/13,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0
5389,10/20/13,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0
6036,3/17/14,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0
182,5/11/13,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0
203,4/14/13,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0
11025,2/3/13,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0
10203,6/30/13,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0
4607,8/23/13,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0
3711,3/1/14,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0
3696,1/27/14,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0
2532,3/1/14,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0
9214,8/16/13,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0
4943,9/30/12,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0
35,9/8/12,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1
2258,12/4/12,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0
4322,11/27/13,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0
713,6/8/14,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0
4702,8/12/12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0
3281,11/3/13,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0
702,2/15/13,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0
2004,9/18/13,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0
4769,6/18/14,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0
4437,4/24/13,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0
8724,6/17/13,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0
10741,4/11/13,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0
1991,1/18/14,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0
6931,2/15/14,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1
